id,table_name,column_name,gt_label,expansion,gold_label
720,630_EML_AK_CiPEHR_SnowDepthSensor_2012-2016_Data.csv,snow_depth,snow depth,Snow Depth,1.0
721,630_EML_CiPEHR_SnowDepthSensor_2017.txt,date_time,date time,Date Time,1.0
722,630_EML_CiPEHR_SnowDepthSensor_2017.txt,treatment,treatment,Treatment,1.0
723,630_EML_CiPEHR_SnowDepthSensor_2017.txt,snow_depth,snow depth,Snow Depth,1.0
724,645_AlderSeedl92-95Corr.csv,Site,site,Site,1.0
725,645_AlderSeedl92-95Corr.csv,Plot,plot,Plot,1.0
726,645_AlderSeedl92-95Corr.csv,Species,species,Species,1.0
727,645_AlderSeedl92-95Corr.csv,Subplot,subplot,Subplot,1.0
728,645_AlderSeedl92-95Corr.csv,Seedingl #,,Seedling Number,
729,645_AlderSeedl92-95Corr.csv,1992 Ht (cm),1992 height centimeter,1992 Height Centimeters,1.0
730,645_AlderSeedl92-95Corr.csv,1992 Survival,1992 survival,1992 Survival,1.0
731,645_AlderSeedl92-95Corr.csv,1995 Ht (cm),1995 height centimeter,1995 Height Centimeters,1.0
732,645_AlderSeedl92-95Corr.csv,1995 Survival,1995 survival,1995 Survival,1.0
733,674_MD_MossAllometry_2013-2014.csv,Month,month,,
734,674_MD_MossAllometry_2013-2014.csv,Year,year,,
735,674_MD_MossAllometry_2013-2014.csv,ForestType,forest type,,
736,674_MD_MossAllometry_2013-2014.csv,Block,block,,
737,674_MD_MossAllometry_2013-2014.csv,PatchID,patch identifier,Patch Identifier,1.0
738,674_MD_MossAllometry_2013-2014.csv,UniquePatchID,unique patch identifier,Unique Patch Identifier,1.0
739,674_MD_MossAllometry_2013-2014.csv,SampleID,sample identifier,Sample Identifier,1.0
740,674_MD_MossAllometry_2013-2014.csv,UniqueSampleID,unique sample identifier,Unique Sample Identifier,1.0
741,674_MD_MossAllometry_2013-2014.csv,Section,section,,
742,674_MD_MossAllometry_2013-2014.csv,Letter,letter,,
743,674_MD_MossAllometry_2013-2014.csv,Length,length,Length,1.0
744,674_MD_MossAllometry_2013-2014.csv,Width,width,Width,1.0
745,674_MD_MossAllometry_2013-2014.csv,Area,area,Area,1.0
746,674_MD_MossAllometry_2013-2014.csv,Weight,weight,Weight,1.0
747,674_MD_MossAllometry_2013-2014.csv,Branch,branch,Branch,1.0
748,674_MD_MossAllometry_2013-2014.csv,Color,color,Color,1.0
749,674_MD_MossAllometry_2013-2014.csv,Bud,bud,Bud,1.0
750,90gsstem.csv,BLOCK,block,Block,1.0
751,90gsstem.csv,Date,date,Date,1.0
752,90gsstem.csv,TREATMENT,treatment,Treatment,1.0
753,90gsstem.csv,SPECIES,species,Species,1.0
754,90gsstem.csv,REP,replicate,Replicate,1.0
755,90gsstem.csv,AGE,age,Age,1.0
756,90gsstem.csv,#SEG,# segments,Number Segment,1.0
757,90gsstem.csv,TOTAL LENGTH,total length,Total Length,1.0
758,90gsstem.csv,TOTAL WT,total weight,Total Weight,1.0
759,90gsstem.csv,mg_mm,milligrams per millimeters,Milligrams Millimeters,1.0
760,90gsstem.csv,mm_seg,millimeters segment,,
761,90gsstem.csv,mg_seg,milligrams segment,,
762,APT021.csv,tmpyear,temperature year,Temperature Year,1.0
763,APT021.csv,jantmax,january temperature maximum,January Maximum Temperature,0.0
764,APT021.csv,febtmax,february temperature maximum,February Maximum Temperature,0.0
765,APT021.csv,martmax,march temperature maximum,March Maximum Temperature,0.0
766,APT021.csv,aprtmax,april temperature maximum,April Maximum Temperature,0.0
767,APT021.csv,maytmax,may temperature maximum,May Maximum Temperature,0.0
768,APT021.csv,juntmax,june temperature maximum,June Maximum Temperature,0.0
769,APT021.csv,jultmax,july temperature maximum,July Maximum Temperature,0.0
770,APT021.csv,augtmax,august temperature maximum,August Maximum Temperature,0.0
771,APT021.csv,septmax,september temperature maximum,September Maximum Temperature,0.0
772,APT021.csv,octtmax,october temperature maximum,October Maximum Temperature,0.0
773,APT021.csv,novtmax,november temperature maximum,November Maximum Temperature,0.0
774,APT021.csv,dectmax,december temperature maximum,December Maximum Temperature,0.0
775,APT021.csv,anntmax,annual temperature maximum,Annual Maximum Temperature,0.0
776,APT022.csv,tmpyear,temperature year,Temperature Year,1.0
777,APT022.csv,jantmean,january temperature mean,January Mean Temperature,0.0
778,APT022.csv,febtmean,february temperature mean,February Mean Temperature,0.0
779,APT022.csv,martmean,march temperature mean,March Mean Temperature,0.0
780,APT022.csv,aprtmean,april temperature mean,April Mean Temperature,0.0
781,APT022.csv,maytmean,may temperature mean,May Mean Temperature,0.0
782,APT022.csv,juntmean,june temperature mean,June Mean Temperature,0.0
783,APT022.csv,jultmean,july temperature mean,July Mean Temperature,0.0
784,APT022.csv,augtmean,august temperature mean,August Mean Temperature,0.0
785,APT022.csv,septmean,september temperature mean,September Mean Temperature,0.0
786,APT022.csv,octtmean,october temperature mean,October Temperature Mean,1.0
787,APT022.csv,novtmean,november temperature mean,November Temperature Mean,1.0
788,APT022.csv,dectmean,december temperature mean,December Temperature Mean,1.0
789,APT022.csv,anntmean,annual temperature mean,Annual Temperature Mean,1.0
790,APT023.csv,tmpyear,temperature year,Temperature Year,1.0
791,APT023.csv,jantmin,january temperature minimum,January Minimum Temperature,0.0
792,APT023.csv,febtmin,february temperature minimum,February Minimum Temperature,0.0
793,APT023.csv,martmin,march temperature minimum,March Minimum Temperature,0.0
794,APT023.csv,aprtmin,april temperature minimum,April Minimum Temperature,0.0
795,APT023.csv,maytmin,may temperature minimum,May Minimum Temperature,0.0
796,APT023.csv,juntmin,june temperature minimum,June Minimum Temperature,0.0
797,APT023.csv,jultmin,july temperature minimum,July Minimum Temperature,0.0
798,APT023.csv,augtmin,august temperature minimum,August Minimum Temperature,0.0
799,APT023.csv,septmin,september temperature minimum,September Minimum Temperature,0.0
800,APT023.csv,octtmin,october temperature minimum,October Minimum Temperature,0.0
801,APT023.csv,novtmin,november temperature minimum,November Minimum Temperature,0.0
802,APT023.csv,dectmin,december temperature minimum,December Minimum Temperature,0.0
803,APT023.csv,anntmin,annual temperature minimum,Annual Minimum Temperature,0.0
804,APT024.csv,tmpyear,temperature year,Temperature Year,1.0
805,APT024.csv,janprcp,january precipitation,January Precipitation,1.0
806,APT024.csv,febprcp,february precipitation,February Precipitation,1.0
807,APT024.csv,marprcp,march precipitation,March Precipitation,1.0
808,APT024.csv,aprprcp,april precipitation,April Precipitation,1.0
809,APT024.csv,mayprcp,may precipitation,May Precipitation,1.0
810,APT024.csv,junprcp,june precipitation,June Precipitation,1.0
811,APT024.csv,julprcp,july precipitation,July Precipitation,1.0
812,APT024.csv,augprcp,august precipitation,August Precipitation,1.0
813,APT024.csv,sepprcp,september precipitation,September Precipitation,1.0
814,APT024.csv,octprcp,october precipitation,October Precipitation,1.0
815,APT024.csv,novprcp,november precipitation,November Precipitation,1.0
816,APT024.csv,decprcp,december precipitation,December Precipitation,1.0
817,APT024.csv,annprcp,annual precipitation,Annual Precipitation,1.0
818,APT025.csv,recyear,record year,Record Year,1.0
819,APT025.csv,recmonth,record month,Record Month,1.0
820,APT025.csv,panwatervap,pan water evaporation,Pan Water Vapor,0.0
821,ARC_Lakes_PrimProdChl_1990-1999.csv,SortChem_#,sort chemical #,Sorting Chemical Number,1.0
822,ARC_Lakes_PrimProdChl_1990-1999.csv,Site,site,Site,1.0
823,ARC_Lakes_PrimProdChl_1990-1999.csv,Date,date,Date,1.0
824,ARC_Lakes_PrimProdChl_1990-1999.csv,Depth (m),depth meters,Depth Meters,1.0
825,ARC_Lakes_PrimProdChl_1990-1999.csv,Time_hr_dst,time hours daylight savings time,Time Hour Daylight Saving Time,1.0
826,ARC_Lakes_PrimProdChl_1990-1999.csv,(Active) Corrected chl a (ug/L),active corrected chlorophyll a micrograms per liter,Active Corrected Chlorophyll a micrograms per Liter,1.0
827,ARC_Lakes_PrimProdChl_1990-1999.csv,Total chl a (ug/L),total chlorophyll a micrograms per liter,Total Chlorophyll a micrograms per Liter,1.0
828,ARC_Lakes_PrimProdChl_1990-1999.csv,Pheo (ug/L),pheophytin micrograms per liter,Pheophytin micrograms per Liter,1.0
829,ARC_Lakes_PrimProdChl_1990-1999.csv,PPROD (mgC/m3/d),,Primary Production milligrams of Carbon per cubic meter per day,
830,ARC_Lakes_PrimProdChl_1990-1999.csv,Notes,notes,Notes,1.0
831,Argerich et al_Sestonic Chla_Dataset.csv,Identifier,identifier,,
832,Argerich et al_Sestonic Chla_Dataset.csv,Source,source,,
833,Argerich et al_Sestonic Chla_Dataset.csv,Latitude,latitude,,
834,Argerich et al_Sestonic Chla_Dataset.csv,Longitude,longitude,,
835,Argerich et al_Sestonic Chla_Dataset.csv,TotalN,total nitrogen,Total Nitrogen,1.0
836,Argerich et al_Sestonic Chla_Dataset.csv,TotalP,total phosphorus,Total Phosphorus,1.0
837,Argerich et al_Sestonic Chla_Dataset.csv,Chla,chlorophyll a,Chlorophyll a,1.0
838,Argerich et al_Sestonic Chla_Dataset.csv,SlopeMean,slope mean,Slope Mean,1.0
839,Argerich et al_Sestonic Chla_Dataset.csv,PerOzarks,percentage of ozarks,Percent Ozarks,1.0
840,Argerich et al_Sestonic Chla_Dataset.csv,PerPlains,percentage of plains,Percent Plains,1.0
841,Argerich et al_Sestonic Chla_Dataset.csv,Region,region,,
842,Argerich et al_Sestonic Chla_Dataset.csv,WA,watershed area,Water Area,0.0
843,Argerich et al_Sestonic Chla_Dataset.csv,Cwood,covered by woodland,Cover Woodland,1.0
844,Argerich et al_Sestonic Chla_Dataset.csv,Copenwood,covered by open woodland,Cover Open Woodland,1.0
845,Argerich et al_Sestonic Chla_Dataset.csv,Cpasture,covered by pasture,Cover Pasture,1.0
846,Argerich et al_Sestonic Chla_Dataset.csv,Ccrop,covered by crops,Cover Crop,1.0
847,Argerich et al_Sestonic Chla_Dataset.csv,Cwetland,covered by wetlands,Cover Wetland,1.0
848,Argerich et al_Sestonic Chla_Dataset.csv,Cwater,covered by water,Cover Water,1.0
849,Argerich et al_Sestonic Chla_Dataset.csv,Curban,covered by urban,Cover Urban,1.0
850,BacmeisterData.csv,event_id,event identifier,Event Identifier,1.0
851,BacmeisterData.csv,site,site,Site,1.0
852,BacmeisterData.csv,season,season,Season,1.0
853,BacmeisterData.csv,flow,flow,Flow,1.0
854,BacmeisterData.csv,ssc,suspended sediments concentration,Suspended Sediment Concentration,1.0
855,BacmeisterData.csv,siltF,,Silt Fraction,
856,BacmeisterData.csv,sandF,,Sand Fraction,
857,BacmeisterData.csv,om,organic matter,Organic Matter,1.0
858,BacmeisterData.csv,om_perc,organic matter percentage,Organic Matter Percentage,1.0
859,BacmeisterData.csv,doc,dissolved organic carbon,Dissolved Organic Carbon,1.0
860,BacmeisterData.csv,chl,chlorophyll,Chlorophyll,1.0
861,BacmeisterData.csv,amo,ammonium,Ammonia,0.0
862,BacmeisterData.csv,nitr,nitrate,Nitrate,1.0
863,BacmeisterData.csv,srp,,Soluble Reactive Phosphorus,
864,BacmeisterData.csv,tn,total nitrogen,Total Nitrogen,1.0
865,BacmeisterData.csv,tp,total phosphorus,Total Phosphorus,1.0
866,BacmeisterData.csv,bod,biological oxygen demand,Biochemical Oxygen Demand,0.0
867,BacmeisterData.csv,DenRate,denitrification rate,Denitrification Rate,1.0
868,BacmeisterData.csv,nosZ,,nosZ,
869,BacmeisterData.csv,isoC,,Isotope Carbon,
870,BacmeisterData.csv,c_perc,carbon percentage,Carbon Percentage,1.0
871,BacmeisterData.csv,isoN,,Isotopic Nitrogen,
872,BacmeisterData.csv,n_perc,nitrogen percentage,Nitrogen Percentage,1.0
873,BacmeisterData.csv,UptRate,uptake rate,Uptake Rate,1.0
874,BacmeisterData.csv,VolUptRate,volumetric uptake rate,Volumetric Uptake Rate,1.0
875,BacmeisterData.csv,Den ugNdgSed,denitrification micrograms nitrogen day grams sediment,Density Micrograms of Nitrogen per Day per Gram Sediment,0.0
876,BacmeisterData.csv,AUptake ugNdgSed,assimilatory uptake micrograms nitrogen day grams sediment,Actual Uptake Micrograms of Nitrogen per Day per Gram Sediment,0.0
877,BacmeisterData.csv,limb,limb,limb,1.0
878,BacmeisterData.csv,Den ugNdL,denitrification micrograms nitrogen day liter,Density Micrograms of Nitrogen per Deciliter,0.0
879,BacmeisterData.csv,AUptake ugNdL,assimilatory uptake micrograms nitrogen day liter,Actual Uptake Micrograms of Nitrogen per Deciliter,0.0
880,BarroColoradoMammals.csv,Class,class,,
881,BarroColoradoMammals.csv,Order,order,,
882,BarroColoradoMammals.csv,Family,family,,
883,BarroColoradoMammals.csv,Genus,genus,,
884,BarroColoradoMammals.csv,Species,species,,
885,BarroColoradoMammals.csv,Common Name,common name,,
886,Borah-et-al_carbon-data.csv,plotID,plot identifier,Plot Identifier,1.0
887,Borah-et-al_carbon-data.csv,square,square,Square,1.0
888,Borah-et-al_carbon-data.csv,elevation,elevation,Elevation,1.0
889,Borah-et-al_carbon-data.csv,habitat_type,habitat type,Habitat Type,1.0
890,Borah-et-al_carbon-data.csv,plot_age,plot age,Plot Age,1.0
891,Borah-et-al_carbon-data.csv,latitude,latitude,Latitude,1.0
892,Borah-et-al_carbon-data.csv,longitude,longitude,Longitude,1.0
893,Borah-et-al_carbon-data.csv,landscape,landscape,Landscape,1.0
894,Borah-et-al_carbon-data.csv,village,village,Village,1.0
895,Borah-et-al_carbon-data.csv,totalcarbon,total carbon,Total Carbon,1.0
896,Borah-et-al_carbon-data.csv,livingcarbon,living carbon,Living Carbon,1.0
897,Borah-et-al_carbon-data.csv,deadcarbon,dead carbon,Dead Carbon,1.0
898,Borah-et-al_carbon-data.csv,bigtree,big tree,Big Tree,1.0
899,Borah-et-al_carbon-data.csv,smalltree,small tree,Small Tree,1.0
900,Borah-et-al_carbon-data.csv,liana,liana,Liana,1.0
901,Borah-et-al_carbon-data.csv,leaflitter,leaf litter,Leaf Litter,1.0
902,Borah-et-al_carbon-data.csv,deadwood,dead wood,Dead Wood,1.0
903,Borah-et-al_species-data_summer.csv,plotID,plot identifier,Plot Identifier,1.0
904,Borah-et-al_species-data_summer.csv,habitat_type,habitat type,Habitat Type,1.0
905,Borah-et-al_species-data_summer.csv,plot_age,plot age,Plot Age,1.0
906,Borah-et-al_species-data_summer.csv,landscape,landscape,Landscape,1.0
907,Borah-et-al_species-data_summer.csv,visit_no,visit number,Visit Number,1.0
908,Borah-et-al_species-data_summer.csv,species,species,Species,1.0
909,Borah-et-al_species-data_summer.csv,detection,detection,Detection,1.0
910,Borah-et-al_species-data_summer.csv,count,count,Count,1.0
911,Borah-et-al_species-data_winter.csv,plotID,plot identifier,Plot Identifier,1.0
912,Borah-et-al_species-data_winter.csv,habitat_type,habitat type,Habitat Type,1.0
913,Borah-et-al_species-data_winter.csv,plot_age,plot age,Plot Age,1.0
914,Borah-et-al_species-data_winter.csv,landscape,landscape,Landscape,1.0
915,Borah-et-al_species-data_winter.csv,visit_no,visit number,Visit Number,1.0
916,Borah-et-al_species-data_winter.csv,species,species,Species,1.0
917,Borah-et-al_species-data_winter.csv,detection,detection,Detection,1.0
918,Borah-et-al_species-data_winter.csv,count,count,Count,1.0
919,CSM011.csv,DataCode,data code,,
920,CSM011.csv,RecType,record type,,
921,CSM011.csv,RecYear,record year,,
922,CSM011.csv,Season,season,,
923,CSM011.csv,Trapline,trapline,,
924,CSM011.csv,Pm,peromyscus maniculatus,,
925,CSM011.csv,Rmeg,reithrodontomys megalotis,,
926,CSM011.csv,Sh,sigmodon hispidus,,
927,CSM011.csv,Bh,blarina hylophaga,,
928,CSM011.csv,Rmon,reithrodontomys montanus,,
929,CSM011.csv,St,spermophilus tridecemlineatus,,
930,CSM011.csv,Mo,microtus ochrogaster,,
931,CSM011.csv,Pl,peromyscus leucopus,,
932,CSM011.csv,Ch,chaetodipus hispidus,,
933,CSM011.csv,Mm,mus musculus,,
934,CSM011.csv,Nf,neotoma floridana,,
935,CSM011.csv,Sc,synaptomys cooperi,,
936,CSM011.csv,Zh,zapus hudsonius,,
937,CSM011.csv,Cp,cryptotis parva,,
938,CSM011.csv,Mp,microtus pinetorum,,
939,CSM012.csv,DataCode,data code,Data Code,1.0
940,CSM012.csv,RecType,record type,Record Type,1.0
941,CSM012.csv,Recyear,record year,Record Year,1.0
942,CSM012.csv,Season,season,,
943,CSM012.csv,RecMonth,record month,Record Month,1.0
944,CSM012.csv,Recday,record day,Record Day,1.0
945,CSM012.csv,TrapDay,trap day,Trap Day,1.0
946,CSM012.csv,Watershed,watershed,,
947,CSM012.csv,Line,line,,
948,CSM012.csv,Sta,station,Station,1.0
949,CSM012.csv,Species,species,Species,1.0
950,CSM012.csv,Sex,sex,Sex,1.0
951,CSM012.csv,Age,age,Age,1.0
952,CSM012.csv,Preg,pregnant,Pregnant,1.0
953,CSM012.csv,Cond,condition,Condition,1.0
954,CSM012.csv,Mass,mass,Mass,1.0
955,CSM012.csv,Status,status,Status,1.0
956,CSM012.csv,ToeClip,toe clip,Toe Clip,1.0
957,CSM012.csv,HairClip,hair clip,Hair Clip,1.0
958,CSM012.csv,REarTag,right ear tag,Right Ear Tag,1.0
959,CSM012.csv,LEarTag,left ear tag,Left Ear Tag,1.0
960,CSM012.csv,TailLength,tail length,Tail Length,1.0
961,CSM012.csv,HindFoot,hind foot,Hind Foot,1.0
962,CSM012.csv,comments,comments,comments,1.0
963,CSM012.csv,TakenBy,taken by,Taken By,1.0
964,CSUN_USVI_coral_taxa_20130924.csv,phylum,phylum,Phylum,1.0
965,CSUN_USVI_coral_taxa_20130924.csv,class,class,Class,1.0
966,CSUN_USVI_coral_taxa_20130924.csv,order,order,Order,1.0
967,CSUN_USVI_coral_taxa_20130924.csv,family,family,Family,1.0
968,CSUN_USVI_coral_taxa_20130924.csv,genus,genus,Genus,1.0
969,CSUN_USVI_coral_taxa_20130924.csv,species,species,Species,1.0
970,CSUN_USVI_coral_taxa_20130924.csv,category,category,Category,1.0
971,CWT_Hemlock_Diatom_Data.csv,year,year,Year,1.0
972,CWT_Hemlock_Diatom_Data.csv,month,month,Month,1.0
973,CWT_Hemlock_Diatom_Data.csv,site,site,Site,1.0
974,CWT_Hemlock_Diatom_Data.csv,rep,replicate,Replicate,1.0
975,CWT_Hemlock_Diatom_Data.csv,full_sample_ID,full sample identifier,Full Sample Identifier,1.0
976,CWT_Hemlock_Diatom_Data.csv,full_ID,full identifier,Full Identifier,1.0
977,CWT_Hemlock_Diatom_Data.csv,genus,genus,Genus,1.0
978,CWT_Hemlock_Diatom_Data.csv,species,species,Species,1.0
979,CWT_Hemlock_Diatom_Data.csv,growth.form,growth form,Growth Form,1.0
980,CWT_Hemlock_Diatom_Data.csv,count,count,Count,1.0
981,CWT_Hemlock_Diatom_Data.csv,biovolume,biovolume,biovolume,1.0
982,CWT_Hemlock_Diatom_Data.csv,cells.ml,cells milliliter,Cells Milliliter,1.0
983,CWT_Hemlock_Diatom_Data.csv,cells.mm2,cells millimeter squared,Cells Square Millimeters,1.0
984,CWT_Hemlock_Diatom_Data.csv,biovolume.um3.mm2,biovolume in cubic micrometers per square millimeter,Biovolume Cubic Micrometers Square Millimeters,1.0
985,CWT_Hemlock_Diatom_Data.csv,percent_of_pop,percent of pop,Percentage of Population,1.0
986,CWT_Hemlock_Diatom_Data.csv,percent_of_volume,percent of volume,Percentage of Volume,1.0
987,Como_chatbot2022.csv,from,from,Sender/Originator,0.0
988,Como_chatbot2022.csv,date,date,Date,1.0
989,Como_chatbot2022.csv,start,start,Start,1.0
990,Como_chatbot2022.csv,end,end,End,1.0
991,Como_chatbot2022.csv,time,time,Time,1.0
992,Como_chatbot2022.csv,fromzip,from zip,Origin ZIP code,0.0
993,Como_chatbot2022.csv,body_HookQuest,body hook question,Content Hook Question,0.0
994,Como_chatbot2022.csv,body_PrimaryPurpose,body primary purpose,Content Primary Purpose,0.0
995,Como_chatbot2022.csv,body_ParkVisits,body park visits,Content Park Visits,0.0
996,Como_chatbot2022.csv,body_WaterQuality,body water quality,Content Water Quality,0.0
997,Como_chatbot2022.csv,body_WaterQualityChange,body water quality change,,
998,Como_chatbot2022.csv,body_TransportMode,body transportation mode,,
999,Como_chatbot2022.csv,body_Satisfaction,body satisfaction,,
1000,Como_chatbot2022.csv,body_Welcome,body welcome,,
1001,Como_chatbot2022.csv,body_Safety,body safety,,
1002,Como_chatbot2022.csv,body_Stress,body stress,,
1003,Como_chatbot2022.csv,body_Experience,body experience,,
1004,Como_chatbot2022.csv,body_ZipCode,body zip code,,
1005,Como_chatbot2022.csv,body_FutureContact,body future contact,,
1006,Como_chatbot2022.csv,body_Goodbye,body goodbye,,
1007,Como_chatbot2022.csv,bodyclean_HookQuest,body clean hook question,Hook Question,0.0
1008,Como_chatbot2022.csv,bodyclean_PrimaryPurpose,body clean primary purpose,Primary Purpose,0.0
1009,Como_chatbot2022.csv,bodyclean_ParkVisits,body clean park visits,Park Visits,0.0
1010,Como_chatbot2022.csv,bodyclean_WaterQuality,body clean water quality,Water Quality,0.0
1011,Como_chatbot2022.csv,bodyclean_WaterQualityChange,body clean water quality change,Water Quality Change,0.0
1012,Como_chatbot2022.csv,bodyclean_TransportMode,body clean transportation mode,Transport Mode,0.0
1013,Como_chatbot2022.csv,bodyclean_Satisfaction,body clean satisfaction,Satisfaction,0.0
1014,Como_chatbot2022.csv,bodyclean_Welcome,body clean welcome,Welcome,0.0
1015,Como_chatbot2022.csv,bodyclean_Safety,body clean safety,Safety,0.0
1016,Como_chatbot2022.csv,bodyclean_Stress,body clean stress,Stress,0.0
1017,Como_chatbot2022.csv,bodyclean_Experience,body clean experience,Experience,0.0
1018,Como_chatbot2022.csv,bodyclean_ZipCode,body clean zip code,Zip Code,0.0
1019,Como_chatbot2022.csv,bodyclean_FutureContact,body clean future contact,Future Contact,0.0
1020,Como_chatbot2023.csv,from,from,Sender,0.0
1021,Como_chatbot2023.csv,date,date,Date,1.0
1022,Como_chatbot2023.csv,start,start,Start Time,0.0
1023,Como_chatbot2023.csv,end,end,End Time,0.0
1024,Como_chatbot2023.csv,time,time,Time,1.0
1025,Como_chatbot2023.csv,fromzip,from zip,Sender Zip Code,0.0
1026,Como_chatbot2023.csv,body_HookQuest,body hook question,Content Hook Question,0.0
1027,Como_chatbot2023.csv,body_WaterQuality,body water quality,Content Water Quality,0.0
1028,Como_chatbot2023.csv,body_Welcome,body welcome,Content Welcome,0.0
1029,Como_chatbot2023.csv,body_Safety,body safety,Content Safety,0.0
1030,Como_chatbot2023.csv,body_Stress,body stress, Stress,0.0
1031,Como_chatbot2023.csv,body_Satisfaction,body satisfaction, Satisfaction,0.0
1032,Como_chatbot2023.csv,body_ParkVisits,body park visits, Park Visits,0.0
1033,Como_chatbot2023.csv,body_ZipCode,body zip code, Zip Code,0.0
1034,Como_chatbot2023.csv,body_PrimaryPurpose,body primary purpose, Primary Purpose,0.0
1035,Como_chatbot2023.csv,body_TransportMode,body transportation mode, Transport Mode,0.0
1036,Como_chatbot2023.csv,body_Experience,body experience, Experience,0.0
1037,Como_chatbot2023.csv,body_WaterQualityChange,body water quality change, Water Quality Change,0.0
1038,Como_chatbot2023.csv,body_FutureContact,body future contact, Future Contact,0.0
1039,Como_chatbot2023.csv,body_Goodbye,body goodbye, Goodbye,0.0
1040,Como_chatbot2023.csv,bodyclean_HookQuest,body clean hook question,Hook Question,0.0
1041,Como_chatbot2023.csv,bodyclean_WaterQuality,body clean water quality,Water Quality,0.0
1042,Como_chatbot2023.csv,bodyclean_Welcome,body clean welcome,Welcome,0.0
1043,Como_chatbot2023.csv,bodyclean_Safety,body clean safety,Safety,0.0
1044,Como_chatbot2023.csv,bodyclean_Stress,body clean stress,Stress,0.0
1045,Como_chatbot2023.csv,bodyclean_Satisfaction,body clean satisfaction,Satisfaction,0.0
1046,Como_chatbot2023.csv,bodyclean_ParkVisits,body clean park visits,Park Visits,0.0
1047,Como_chatbot2023.csv,bodyclean_ZipCode,body clean zip code,Zip Code,0.0
1048,Como_chatbot2023.csv,bodyclean_TransportMode,body clean transportation mode,Transport Mode,0.0
1049,Como_chatbot2023.csv,bodyclean_WaterQualityChange,body clean water quality change,Water Quality Change,0.0
1050,Como_chatbot2023.csv,bodyclean_FutureContact,body clean future contact,,
1051,DO_allsites_allyears_20240405.csv,site,site,Site,1.0
1052,DO_allsites_allyears_20240405.csv,datetime_UTC,datetime universal time coordinate,Date and Time Coordinated Universal Time,1.0
1053,DO_allsites_allyears_20240405.csv,deployment_depth_m,deployment depth meters,Depth of Deployment Meters,0.0
1054,DO_allsites_allyears_20240405.csv,temperature_C,temperature celsius,Temperature Celsius,1.0
1055,DO_allsites_allyears_20240405.csv,DO_percent_saturation,dissolved oxygen percentage saturation,Dissolved Oxygen Percentage Saturation,1.0
1056,DO_allsites_allyears_20240405.csv,DO_mgl,dissolved oxygen milligrams per liter,Dissolved Oxygen Milligrams Liter,1.0
1057,EDI_ASB_Catch_122723.csv,release_ID,release identifier,Release Identifier,1.0
1058,EDI_ASB_Catch_122723.csv,release_date,release date,Release Date,1.0
1059,EDI_ASB_Catch_122723.csv,release_location,release location,Release Location,1.0
1060,EDI_ASB_Catch_122723.csv,release_method,release method,Release Method,1.0
1061,EDI_ASB_Catch_122723.csv,trap_number,trap number,Trap Number,1.0
1062,EDI_ASB_Catch_122723.csv,water_temp_c,water temperature in celsius,Water Temperature Celsius,1.0
1063,EDI_ASB_Catch_122723.csv,species_code,species code,Species Code,1.0
1064,EDI_ASB_Catch_122723.csv,common_name,common name,Common Name,1.0
1065,EDI_ASB_Catch_122723.csv,release_FL_cm,release fork length centimeters,Release Fork Length Centimeters,1.0
1066,EDI_ASB_Catch_122723.csv,sex,sex,Sex,1.0
1067,EDI_ASB_Catch_122723.csv,age,age,Age,1.0
1068,EDI_ASB_Catch_122723.csv,condition,condition,Condition,1.0
1069,EDI_ASB_Catch_122723.csv,coloration,coloration,Coloration,1.0
1070,EDI_ASB_Catch_122723.csv,adipose_fin_present,adipose fin present,Adipose Fin Present,1.0
1071,EDI_ASB_Catch_122723.csv,count,count,Count,1.0
1072,EDI_ASB_Catch_122723.csv,disk_tag_number,disk tag number,Disk Tag Number,1.0
1073,EDI_ASB_Catch_122723.csv,tag_value,tag value,Tag Value,1.0
1074,EDI_ASB_Catch_122723.csv,tag_recovery_date,tag recovery date,Tag Recovery Date,1.0
1075,EDI_ASB_Catch_122723.csv,recovery_FL_cm,recovery fork length centimeters,Recovery Fork Length Centimeters,1.0
1076,EDI_ASB_Catch_122723.csv,tag_recovery_location,tag recovery location,Tag Recovery Location,1.0
1077,EDI_ASB_Catch_122723.csv,tag_recovery_method,tag recovery method,Tag Recovery Method,1.0
1078,EDI_ASB_Catch_122723.csv,tag_return_method,tag return method,Tag Return Method,1.0
1079,EDI_ASB_Catch_122723.csv,fate,fate,Fate,1.0
1080,EDI_ASB_Catch_122723.csv,notes,notes,Notes,1.0
1081,EDI_ASB_Effort_122723.csv,rowID,row identifier,,
1082,EDI_ASB_Effort_122723.csv,release_date,release date,,
1083,EDI_ASB_Effort_122723.csv,method,method,,
1084,EDI_ASB_Effort_122723.csv,time_fished_hr,time fished hours,,
1085,EDI_ASB_Effort_122723.csv,STRBAS,striped bass,,
1086,EDI_ASB_Effort_122723.csv,AMESHA,american shad,,
1087,EDI_ASB_Effort_122723.csv,CHACAT,channel catfish,,
1088,EDI_ASB_Effort_122723.csv,CHISAL,chinook salmon,,
1089,EDI_ASB_Effort_122723.csv,SACPIK,sacramento pikeminnow,,
1090,EDI_ASB_Effort_122723.csv,SACSUC,sacramento sucker,,
1091,EDI_ASB_Effort_122723.csv,BLACRA,black crappie,,
1092,EDI_ASB_Effort_122723.csv,COMCAR,common carp,,
1093,EDI_ASB_Effort_122723.csv,BLUGIL,bluegill,,
